1560_1	846332	846450
1460_0	375000	375145
9463_0	567480	567820
6962_0	878813	878940
6962_1	878940	879087
1360_0	1538723	1538904
9363_0	2759576	2759646
9363_1	2759646	2759714
6862_0	1503841	1504142
1260_0	1104648	1104813
9263_0	2375065	2375176
1260_1	1104813	1104862
9263_1	2375176	2375318
6762_0	2319078	2319196
1160_0	1456991	1457055
9163_0	1506229	1506286
1160_1	1457055	1457130
9163_1	1506286	1506465
9163_2	1506465	1506556
6662_0	2772452	2772603
6662_1	2772603	2772746
6662_2	2772746	2772791
1060_0	1795193	1795383
9063_0	224457	224509
1060_1	1795383	1795436
9063_1	224509	224624
9063_2	224624	224682
6562_0	537126	537255
6462_0	183721	183943
3961_0	2687273	2687517
3961_1	2687517	2687620
11366_0	872651	872778
6362_0	137130	137336
3861_0	2219216	2219320
11266_0	2113448	2113685
6262_0	40083	40298
3761_0	2026681	2026763
3761_1	2026763	2026936
11166_0	147660	147758
6162_0	1673445	1673769
11166_1	147758	147857
3661_0	789318	789571
11066_0	618471	618593
6062_0	2054127	2054438
11066_1	618593	618773
3561_0	532081	532146
11066_2	618773	618844
3561_1	532146	532448
3461_0	77450	77512
3461_1	77512	77591
8963_0	77845	78047
3361_0	553268	553342
3361_1	553342	553392
8863_0	2803261	2803298
3261_0	101196	101495
8763_0	1400929	1401060
8763_1	1401060	1401157
3161_0	2750294	2750563
8663_0	1772247	1772534
3061_0	2280966	2281038
8563_0	2276334	2276433
8563_1	2276433	2276656
8463_0	2160715	2160866
10966_0	2302036	2302223
5962_0	1082790	1083031
8363_0	2756920	2756977
8363_1	2756977	2757154
10866_0	1566381	1566441
5862_0	622660	622763
10866_1	1566441	1566606
5862_1	622763	622835
8263_0	2652314	2652407
8263_1	2652407	2652481
10766_0	1002533	1002735
5762_0	2584427	2584611
8163_0	67612	67785
8163_1	67785	67892
8163_2	67892	67952
10666_0	528911	529052
5662_0	2105536	2105586
10666_1	529052	529278
8063_0	2368086	2368370
10566_0	2518475	2518616
5562_0	381866	382005
5562_1	382005	382120
10466_0	1755884	1755969
5462_0	5291	5331
10466_1	1755969	1756075
2961_0	2048903	2049149
10366_0	1168925	1169205
5362_0	1110861	1111140
2861_0	2528289	2528475
10266_0	1272163	1272207
5262_0	647559	647879
10266_1	1272207	1272318
2761_0	1247960	1248181
2761_1	1248181	1248260
10166_0	245334	245524
5162_0	2604815	2604907
10166_1	245524	245635
5162_1	2604907	2605105
2661_0	1687412	1687729
5062_0	1583555	1583702
10066_0	2662712	2662867
5062_1	1583702	1583800
10066_1	2662867	2662984
2561_0	1937720	1937893
2461_0	343451	343620
2461_1	343620	343736
7963_0	2283751	2283824
7963_1	2283824	2283955
2361_0	619853	620086
2361_1	620086	620171
7863_0	1058177	1058227
7863_1	1058227	1058401
2261_0	1080421	1080657
2261_1	1080657	1080698
7763_0	270845	270916
7763_1	270916	271163
2161_0	1268289	1268575
7663_0	2678760	2678918
2061_0	1707806	1708090
7563_0	1254438	1254701
7463_0	1359686	1359812
7463_1	1359812	1359866
4962_0	447401	447624
4962_1	447624	447676
7363_0	2664802	2665085
4862_0	916134	916202
4862_1	916202	916407
7263_0	1358537	1358865
4762_0	1773791	1774041
7163_0	1601951	1602275
4662_0	2229329	2229622
7063_0	1704435	1704552
7063_1	1704552	1704700
4562_0	1143736	1144041
4462_0	1594118	1594405
4462_1	1594405	1594455
1961_0	1514216	1514450
9964_0	1433618	1433805
9964_1	1433805	1433892
4362_0	2478701	2478781
4362_1	2478781	2478976
1861_0	242325	242571
9864_0	420525	420792
4362_2	2478976	2479014
4262_0	883361	883457
4262_1	883457	883534
1761_0	2149551	2149849
9764_0	2195978	2196255
4162_0	1749653	1749786
4162_1	1749786	1749992
1661_0	1701910	1702197
9664_0	1009120	1009417
4062_0	1964340	1964412
4062_1	1964412	1964478
1561_0	846450	846636
9564_0	1376205	1376425
4062_2	1964478	1964548
1561_1	846636	846688
9564_1	1376425	1376478
4062_3	1964548	1964623
1461_0	374694	375000
9464_0	1130080	1130406
6963_0	878635	878747
6963_1	878747	878813
1361_0	1538904	1539225
9364_0	2761923	2762058
9364_1	2762058	2762206
6863_0	1504652	1504979
1261_0	1104293	1104481
9264_0	2374834	2375065
1261_1	1104481	1104648
6763_0	2318827	2318925
6763_1	2318925	2319078
1161_0	1457130	1457294
9164_0	1506556	1506691
1161_1	1457294	1457462
9164_1	1506691	1506796
6663_0	2772791	2773074
6663_1	2773074	2773148
1061_0	1794873	1795193
9064_0	223081	223347
6563_0	536813	537126
6463_0	184206	184298
6463_1	184298	184413
3962_0	2686333	2686672
11367_0	872778	873038
6363_0	136508	136594
6363_1	136594	136745
3862_0	2218981	2219120
6363_2	136745	136786
3862_1	2219120	2219216
11267_0	2113211	2113448
6263_0	40298	40364
3762_0	2026936	2027180
3762_1	2027180	2027251
11167_0	147857	147987
6163_0	1673154	1673381
11167_1	147987	148063
6163_1	1673381	1673445
3662_0	1935808	1936153
11167_2	148063	148185
11067_0	618162	618329
6063_0	2054438	2054573
11067_1	618329	618471
6063_1	2054573	2054782
3562_0	531228	531325
3562_1	531325	531565
3462_0	77178	77450
8964_0	82976	83074
3362_0	553392	553609
8864_0	2021217	2021420
8864_1	2021420	2021527
3262_0	102085	102393
8764_0	1399440	1399506
8764_1	1399506	1399614
8764_2	1399614	1399701
3162_0	2749441	2749715
3062_0	2280704	2280966
8564_0	1380522	1380566
8564_1	1380566	1380791
8464_0	1150350	1150581
8464_1	1150581	1150622
10967_0	2301704	2301858
5963_0	1083031	1083188
10967_1	2301858	2302036
5963_1	1083188	1083241
8364_0	2757858	2758130
10867_0	1570753	1570969
8264_0	2647297	2647435
8264_1	2647435	2647538
10767_0	1002439	1002533
5763_0	2584611	2584738
8264_2	2647538	2647581
5763_1	2584738	2584944
8164_0	69522	69792
10667_0	529278	529521
5663_0	2105190	2105261
10667_1	529521	529572
5663_1	2105261	2105496
5663_2	2105496	2105536
8064_0	357839	358127
10567_0	904310	904578
10567_1	904578	904644
10467_0	1768340	1768407
5463_0	5140	5203
5463_1	5203	5291
2962_0	2049661	2049876
10367_0	1604437	1604712
5363_0	1111140	1111478
2862_0	2528475	2528714
10267_0	1272318	1272448
5263_0	647142	647559
10267_1	1272448	1272648
10167_0	245055	245179
5163_0	2605105	2605193
10167_1	245179	245334
5163_1	2605193	2605273
2662_0	1686788	1686849
2662_1	1686849	1686932
5063_0	1583272	1583396
10067_0	2662984	2663119
5063_1	1583396	1583497
10067_1	2663119	2663296
2562_0	1938262	1938344
2562_1	1938344	1938525
2462_0	343736	344052
7964_0	2284543	2284685
2362_0	619515	619610
2362_1	619610	619853
7864_0	1037397	1037669
2262_0	1079555	1079784
2262_1	1079784	1079823
7764_0	268961	269224
2162_0	1269208	1269387
7664_0	2679395	2679451
7664_1	2679451	2679548
7664_2	2679548	2679677
2062_0	1708090	1708340
2062_1	1708340	1708406
7564_0	1252690	1252777
7564_1	1252777	1252853
7564_2	1252853	1252940
7464_0	1362702	1362872
7464_1	1362872	1362949
4963_0	446852	446932
4963_1	446932	447007
4963_2	447007	447056
4963_3	447056	447111
7364_0	919586	919699
4963_4	447111	447161
4963_5	447161	447220
4963_6	447220	447311
4863_0	916407	916545
4963_7	447311	447401
7264_0	285733	285841
4763_0	1773439	1773563
4763_1	1773563	1773746
4763_2	1773746	1773791
7164_0	1603634	1603942
4663_0	2229622	2229766
4663_1	2229766	2229988
7064_0	1704183	1704249
7064_1	1704249	1704435
4563_0	1143407	1143693
4563_1	1143693	1143736
4463_0	1594455	1594705
1962_0	1514450	1514577
9965_0	1433892	1433941
1962_1	1514577	1514706
9965_1	1433941	1434081
4363_0	2478447	2478544
4363_1	2478544	2478701
1862_0	243160	243308
9865_0	2491037	2491196
1862_1	243308	243468
9865_1	2491196	2491341
4263_0	883534	883830
1762_0	2148653	2148974
9765_0	2196255	2196439
9765_1	2196439	2196528
4163_0	1749405	1749653
1662_0	1701617	1701750
9665_0	1739744	1739851
1662_1	1701750	1701910
9665_1	1739851	1739987
4063_0	2204780	2204942
4063_1	2204942	2205088
1562_0	846688	846978
9565_0	1376478	1376783
1462_0	375391	375632
9465_0	1124684	1124766
9465_1	1124766	1124843
9465_2	1124843	1125011
6964_0	877275	877539
1362_0	1538286	1538562
9365_0	2217381	2217571
6864_0	1504979	1505083
6864_1	1505083	1505141
6864_2	1505141	1505201
1262_0	1104049	1104235
9265_0	2374668	2374755
1262_1	1104235	1104293
9265_1	2374755	2374834
6764_0	2320550	2320750
6764_1	2320750	2320821
1162_0	1457462	1457613
9165_0	503472	503578
1162_1	1457613	1457728
9165_1	503578	503741
1162_2	1457728	1457783
9165_2	503741	503813
6664_0	2771821	2771990
6664_1	2771990	2772130
1062_0	1795696	1795800
9065_0	222881	222992
1062_1	1795800	1795942
9065_1	222992	223081
6564_0	2559411	2559568
6564_1	2559568	2559673
6464_0	181370	181480
3963_0	2686672	2686947
11368_0	872245	872355
6364_0	136251	136508
11368_1	872355	872428
3863_0	2218746	2218904
3863_1	2218904	2218981
11268_0	1472294	1472541
6264_0	43669	43905
11268_1	1472541	1472595
3763_0	2027251	2027485
11168_0	147015	147110
6164_0	1671781	1671864
6164_1	1671864	1672052
3663_0	789741	789868
3663_1	789868	789983
11068_0	619092	619269
6064_0	2054782	2054988
11068_1	619269	619317
6064_1	2054988	2055076
3563_0	531565	531848
3463_0	76818	77072
3463_1	77072	77178
8965_0	82405	82496
950_0	1940478	1940534
8965_1	82496	82560
950_1	1940534	1940759
8965_2	82560	82658
3363_0	391644	391747
3363_1	391747	391801
850_0	2092291	2092357
8865_0	2802782	2802980
8865_1	2802980	2803063
3263_0	101772	101949
3263_1	101949	102085
8765_0	1399166	1399331
750_0	2621180	2621257
8765_1	1399331	1399440
750_1	2621257	2621361
3163_0	2749715	2749787
3163_1	2749787	2749993
8665_0	1772856	1773028
650_0	238509	238750
8665_1	1773028	1773157
650_1	238750	238837
3063_0	2280598	2280704
8565_0	1380267	1380407
550_0	1339769	1340078
8565_1	1380407	1380522
8465_0	1150622	1150812
450_0	1286637	1286733
450_1	1286733	1286905
10968_0	2559983	2560237
5964_0	1081702	1081906
5964_1	1081906	1081967
350_0	569648	569696
8365_0	2757698	2757858
350_1	569696	569762
5864_0	622835	623076
10868_0	2666613	2666775
250_0	1590991	1591248
8265_0	2647701	2647863
250_1	1591248	1591342
8265_1	2647863	2648003
10768_0	1000048	1000127
5764_0	2585998	2586120
10768_1	1000127	1000184
8165_0	69201	69522
150_0	2344176	2344271
150_1	2344271	2344504
10668_0	530550	530744
10668_1	530744	530811
8065_0	358445	358622
8065_1	358622	358699
10568_0	902246	902441
5564_0	382179	382465
10468_0	1252940	1253176
5464_0	4033	4108
10468_1	1253176	1253268
2963_0	2049437	2049504
10468_2	1253268	1253339
2963_1	2049504	2049609
2963_2	2049609	2049661
10368_0	65869	66183
5364_0	1110604	1110752
5364_1	1110752	1110807
2863_0	2528714	2528997
10268_0	1265724	1265839
5264_0	648828	648917
10268_1	1265839	1265895
5264_1	648917	648996
2763_0	1247633	1247794
5264_2	648996	649086
2763_1	1247794	1247960
10168_0	244748	244807
5164_0	2603930	2604033
10168_1	244807	245055
2663_0	1686932	1687158
5064_0	2134836	2135078
10068_0	2660854	2661177
2563_0	1937948	1938055
2563_1	1938055	1938172
2563_2	1938172	1938262
2463_0	344052	344094
2463_1	344094	344131
7965_0	2284685	2284738
2363_0	619317	619515
7865_0	2653136	2653401
7865_1	2653401	2653448
2263_0	1079823	1079912
2263_1	1079912	1080057
2263_2	1080057	1080167
7765_0	269224	269332
7765_1	269332	269496
2163_0	1268910	1269074
2163_1	1269074	1269208
7665_0	2679239	2679395
2063_0	1708406	1708485
2063_1	1708485	1708679
7565_0	1253590	1253806
7465_0	1362092	1362276
7465_1	1362276	1362358
4964_0	446797	446852
7365_0	919699	919888
7365_1	919888	919969
4864_0	917699	917969
7265_0	285207	285298
7265_1	285298	285426
4764_0	1774233	1774434
7165_0	1604712	1605038
4664_0	2227634	2227915
7065_0	1704014	1704183
4564_0	1145475	1145752
4464_0	1593476	1593720
1963_0	1514706	1514816
9966_0	1434081	1434185
1963_1	1514816	1514898
9966_1	1434185	1434282
4364_0	2476924	2477091
4364_1	2477091	2477176
1863_0	242859	243034
9866_0	421604	421820
1863_1	243034	243160
4264_0	883830	883959
4264_1	883959	884132
1763_0	2148974	2149266
9766_0	2195557	2195692
9766_1	2195692	2195867
4164_0	1749076	1749405
1663_0	1701343	1701617
9666_0	2343810	2343947
4064_0	2205983	2206087
1563_0	846978	847105
9566_0	1377104	1377188
1563_1	847105	847270
1463_0	375145	375391
9466_0	1169205	1169275
9466_1	1169275	1169540
6965_0	877195	877275
1363_0	1538562	1538723
9366_0	2819157	2819296
9366_1	2819296	2819409
6865_0	1505201	1505250
6865_1	1505250	1505398
1263_0	1103815	1104049
9266_0	96366	96559
6765_0	2320249	2320550
1163_0	1457783	1457898
9166_0	1506915	1506965
1163_1	1457898	1458120
9166_1	1506965	1507030
6665_0	2772130	2772323
6665_1	2772323	2772452
1063_0	1795436	1795622
9066_0	223590	223928
1063_1	1795622	1795696
6565_0	537992	538179
6465_0	182123	182415
3964_0	2685800	2686090
11369_0	872428	872651
6365_0	135973	136055
6365_1	136055	136251
3864_0	2220335	2220418
3864_1	2220418	2220598
11269_0	2114418	2114487
6265_0	43905	44186
11269_1	2114487	2114639
3764_0	2027485	2027599
11269_2	2114639	2114711
11169_0	147110	147155
6165_0	1671555	1671631
11169_1	147155	147346
6165_1	1671631	1671714
3664_0	1932233	1932437
6165_2	1671714	1671781
11069_0	618844	619092
6065_0	2055076	2055183
6065_1	2055183	2055240
3564_0	532853	533047
3564_1	533047	533118
3464_0	76521	76818
8966_0	81759	81836
951_0	1940238	1940478
8966_1	81836	82087
3364_0	551787	552063
8866_0	1313188	1313367
851_0	2092357	2092456
851_1	2092456	2092510
851_2	2092510	2092594
3264_0	102477	102681
3264_1	102681	102789
8766_0	1399988	1400280
751_0	2620920	2621061
751_1	2621061	2621180
3164_0	2748937	2749079
3164_1	2749079	2749191
8666_0	688448	688711
651_0	996631	996691
651_1	996691	996970
3064_0	2282262	2282522
3064_1	2282522	2282561
8566_0	1380050	1380183
551_0	1339599	1339769
8566_1	1380183	1380267
8466_0	1149944	1150016
451_0	1287071	1287200
451_1	1287200	1287333
10969_0	2559673	2559787
5965_0	1081967	1082258
10969_1	2559787	2559879
10969_2	2559879	2559983
351_0	569026	569181
8366_0	2758470	2758627
351_1	569181	569272
8366_1	2758627	2758787
351_2	569272	569346
10869_0	2666775	2666916
251_0	1591342	1591563
8266_0	2648003	2648275
251_1	1591563	1591648
10769_0	999970	1000048
5765_0	2586120	2586209
8166_0	68967	69114
151_0	2343947	2344176
8166_1	69114	69201
10669_0	530811	530882
5665_0	2105027	2105076
10669_1	530882	531098
5665_1	2105076	2105138
10669_2	531098	531177
5665_2	2105138	2105190
10669_3	531177	531228
8066_0	2347217	2347461
10569_0	901950	902143
5565_0	382465	382720
10569_1	902143	902246
10469_0	1253339	1253434
5465_0	3775	3845
10469_1	1253434	1253517
5465_1	3845	4033
2964_0	2050114	2050317
10469_2	1253517	1253590
2964_1	2050317	2050403
10369_0	1603270	1603347
5365_0	1110807	1110861
10369_1	1603347	1603634
2864_0	2526989	2527268
10269_0	1265895	1266091
5265_0	648774	648828
10269_1	1266091	1266240
2764_0	1247369	1247543
2764_1	1247543	1247633
10169_0	244557	244748
5165_0	2604033	2604332
2664_0	1688236	1688275
50_0	2194142	2194445
10069_0	1763280	1763490
5065_0	2134601	2134663
5065_1	2134663	2134721
2564_0	1937139	1937245
5065_2	2134721	2134836
2464_0	344131	344235
2464_1	344235	344432
7966_0	2284276	2284430
2364_0	621211	621407
7866_0	2652865	2653136
2264_0	1079084	1079321
2264_1	1079321	1079380
2264_2	1079380	1079427
7766_0	269496	269741
7766_1	269741	269840
2164_0	1269636	1269827
2164_1	1269827	1269919
7666_0	2679973	2680204
2064_0	1706370	1706686
7566_0	1251436	1251677
7466_0	1361760	1361864
4965_0	446495	446797
7366_0	919969	920062
4865_0	917969	918022
7266_0	287031	287351
4765_0	1774041	1774137
4765_1	1774137	1774233
7166_0	1602780	1602980
4665_0	2227915	2228140
4665_1	2228140	2228251
7066_0	1703758	1704014
4565_0	1145222	1145475
4465_0	1593720	1593808
4465_1	1593808	1594065
4465_2	1594065	1594118
1964_0	1514898	1515177
9967_0	1434282	1434517
4365_0	2476595	2476924
1864_0	241492	241633
9867_0	421395	421604
1864_1	241633	241817
4265_0	884132	884264
1764_0	2148143	2148326
9767_0	2195867	2195930
9767_1	2195930	2195978
4165_0	1748893	1749076
1664_0	1703245	1703507
9667_0	2340579	2340787
4065_0	2206087	2206341
4065_1	2206341	2206438
1564_0	844955	845271
9567_0	1377872	1378072
1464_0	375959	376237
9467_0	1152844	1152910
1464_1	376237	376312
9467_1	1152910	1153185
6966_0	877763	878034
1364_0	1539755	1539938
9367_0	2819409	2819475
9367_1	2819475	2819614
6866_0	1506796	1506915
1264_0	1103641	1103815
9267_0	2374273	2374535
6766_0	2320047	2320114
6766_1	2320114	2320249
1164_0	1458120	1458376
9167_0	1507030	1507107
9167_1	1507107	1507250
6666_0	2771324	2771425
6666_1	2771425	2771555
1064_0	1794048	1794356
9067_0	223347	223475
9067_1	223475	223590
6566_0	2583248	2583397
6466_0	182607	182825
3965_0	2686090	2686333
6366_0	135427	135645
6366_1	135645	135748
3865_0	2220023	2220091
3865_1	2220091	2220335
6266_0	42818	43001
3765_0	2027599	2027699
6166_0	1672300	1672557
3665_0	1931333	1931499
3665_1	1931499	1931658
6066_0	2055240	2055453
3565_0	533118	533194
3565_1	533194	533312
3565_2	533312	533407
3465_0	76224	76287
3465_1	76287	76521
8967_0	80758	80898
952_0	1940946	1941180
8967_1	80898	80965
8967_2	80965	81043
3365_0	552063	552350
852_0	2092594	2092729
8867_0	2800339	2800656
3265_0	102393	102477
8767_0	1399701	1399857
752_0	2620667	2620826
8767_1	1399857	1399947
752_1	2620826	2620920
8767_2	1399947	1399988
3165_0	2749191	2749441
652_0	995855	996072
8667_0	2665630	2665687
652_1	996072	996110
8667_1	2665687	2665902
3065_0	2282008	2282138
3065_1	2282138	2282262
8567_0	1379673	1379811
552_0	1340147	1340359
552_1	1340359	1340404
8467_0	1150016	1150306
452_0	678258	678372
8467_1	1150306	1150350
452_1	678372	678549
5966_0	1082258	1082380
352_0	568667	568949
8367_0	2758130	2758470
352_1	568949	569026
252_0	1590430	1590534
8267_0	2648521	2648604
252_1	1590534	1590666
8267_1	2648604	2648759
5766_0	2585476	2585616
8267_2	2648759	2648833
5766_1	2585616	2585757
8167_0	68667	68746
152_0	2345272	2345386
8167_1	68746	68809
8167_2	68809	68967
8067_0	2351513	2351734
5466_0	4301	4559
2965_0	2049876	2050114
5366_0	1110061	1110274
2865_0	2527268	2527432
2865_1	2527432	2527491
5266_0	648649	648774
2765_0	1247072	1247369
5166_0	2604332	2604384
2665_0	1688275	1688567
51_0	2193804	2194021
5066_0	2135304	2135471
51_1	2194021	2194142
5066_1	2135471	2135626
2565_0	1936909	1937139
2465_0	344432	344707
7967_0	2284430	2284543
2365_0	620945	621211
7867_0	2652481	2652561
2265_0	1079427	1079492
2265_1	1079492	1079555
7767_0	269840	270098
2165_0	1269387	1269636
7667_0	2679677	2679834
7667_1	2679834	2679973
2065_0	1706686	1706883
2065_1	1706883	1706953
7567_0	1252393	1252627
7567_1	1252627	1252690
7467_0	1361394	1361700
4966_0	446201	446495
7367_0	920062	920306
7367_1	920306	920352
4866_0	917064	917203
4866_1	917203	917395
7267_0	286444	286691
4766_0	1774771	1774869
4766_1	1774869	1774976
7167_0	1602980	1603167
7167_1	1603167	1603270
4666_0	2228251	2228358
4666_1	2228358	2228451
4666_2	2228451	2228519
7067_0	1703507	1703652
7067_1	1703652	1703758
4566_0	1144905	1145136
4566_1	1145136	1145222
4466_0	1592960	1593101
4466_1	1593101	1593224
1965_0	1515177	1515417
9968_0	1431688	1431840
9968_1	1431840	1431895
4366_0	2477458	2477602
4366_1	2477602	2477796
1865_0	241330	241492
9868_0	2666916	2667222
4266_0	884264	884406
4266_1	884406	884579
1765_0	2148326	2148596
9768_0	2197239	2197358
1765_1	2148596	2148653
4166_0	2057686	2057837
4166_1	2057837	2057973
1665_0	1703073	1703195
9668_0	2366834	2367101
1665_1	1703195	1703245
