0	0	341
1	341	828
2	828	1286
3	1286	1830
4	1830	2470
5	2470	2866
6	2866	3769
7	3769	4610
8	4610	5396
9	5396	6069
7000	6013871	6014829
7001	6014829	6015816
7002	6015816	6016830
7003	6016830	6017806
7004	6017806	6018823
7005	6018823	6019689
7006	6019689	6020637
7007	6020637	6020977
7008	6020977	6021902
5000	4206287	4207015
7009	6021902	6022866
5001	4207015	4208024
5002	4208024	4209082
5003	4209082	4210038
5004	4210038	4211006
5005	4211006	4211976
5006	4211976	4212995
5007	4212995	4213859
7010	6022866	6023863
5008	4213859	4214908
7011	6023863	6024678
3000	2435530	2436512
5009	4214908	4215802
7012	6024678	6025599
3001	2436512	2437550
7013	6025599	6026549
3002	2437550	2438561
7014	6026549	6027484
3003	2438561	2439691
7015	6027484	6028055
3004	2439691	2440694
7016	6028055	6029032
3005	2440694	2441629
7017	6029032	6030041
3006	2441629	2442681
7018	6030041	6031022
3007	2442681	2443397
5010	4215802	4216787
7019	6031022	6031966
3008	2443397	2443819
5011	4216787	4217790
1000	772004	773068
3009	2443819	2444533
5012	4217790	4218743
1001	773068	773413
5013	4218743	4219684
1002	773413	774080
5014	4219684	4220630
1003	774080	775126
5015	4220630	4221607
1004	775126	776055
5016	4221607	4222601
1005	776055	776381
5017	4222601	4223293
7020	6031966	6032999
1006	776381	777381
5018	4223293	4224190
7021	6032999	6033968
1007	777381	777960
3010	2444533	2445492
5019	4224190	4224949
7022	6033968	6034904
1008	777960	778970
3011	2445492	2446502
7023	6034904	6035907
1009	778970	779871
3012	2446502	2447616
7024	6035907	6036696
3013	2447616	2448656
7025	6036696	6037670
3014	2448656	2449628
7026	6037670	6038641
3015	2449628	2450181
7027	6038641	6039600
3016	2450181	2450858
7028	6039600	6040614
3017	2450858	2451542
5020	4224949	4225948
7029	6040614	6041619
3018	2451542	2452479
5021	4225948	4226924
1010	779871	780449
3019	2452479	2453489
5022	4226924	4227702
1011	780449	781473
5023	4227702	4228472
1012	781473	781992
5024	4228472	4229318
1013	781992	782268
5025	4229318	4230348
1014	782268	783313
5026	4230348	4231394
1015	783313	784293
5027	4231394	4232319
7030	6041619	6042257
1016	784293	784708
5028	4232319	4233077
7031	6042257	6043199
1017	784708	785660
3020	2453489	2454107
5029	4233077	4233756
7032	6043199	6044090
1018	785660	786713
3021	2454107	2455091
7033	6044090	6044937
1019	786713	787152
3022	2455091	2455808
7034	6044937	6045903
3023	2455808	2456711
7035	6045903	6046826
3024	2456711	2457433
7036	6046826	6047691
3025	2457433	2458424
7037	6047691	6048471
3026	2458424	2459170
7038	6048471	6049071
3027	2459170	2459807
5030	4233756	4234286
7039	6049071	6049960
3028	2459807	2460862
5031	4234286	4235271
1020	787152	788076
3029	2460862	2461917
5032	4235271	4236279
1021	788076	788982
5033	4236279	4237247
1022	788982	789514
5034	4237247	4238231
1023	789514	790497
5035	4238231	4239169
1024	790497	791409
5036	4239169	4239956
1025	791409	792025
5037	4239956	4240470
7040	6049960	6050749
1026	792025	793094
5038	4240470	4241435
7041	6050749	6051044
1027	793094	793382
3030	2461917	2462909
5039	4241435	4242452
7042	6051044	6051801
1028	793382	793944
3031	2462909	2463630
7043	6051801	6052831
1029	793944	794959
3032	2463630	2464360
7044	6052831	6053842
3033	2464360	2465014
7045	6053842	6054764
3034	2465014	2465707
7046	6054764	6055713
3035	2465707	2466761
7047	6055713	6056663
3036	2466761	2467079
7048	6056663	6057200
3037	2467079	2467805
5040	4242452	4243482
7049	6057200	6058167
3038	2467805	2468530
5041	4243482	4244419
1030	794959	795690
3039	2468530	2469444
5042	4244419	4245473
1031	795690	795913
5043	4245473	4246228
1032	795913	796792
5044	4246228	4246929
1033	796792	797219
5045	4246929	4247936
1034	797219	798186
5046	4247936	4248658
1035	798186	799034
5047	4248658	4249582
7050	6058167	6059133
1036	799034	799994
5048	4249582	4250515
7051	6059133	6060150
1037	799994	800938
3040	2469444	2470177
5049	4250515	4251445
7052	6060150	6061151
1038	800938	801252
3041	2470177	2471217
7053	6061151	6062182
1039	801252	802243
3042	2471217	2472269
7054	6062182	6063112
3043	2472269	2472917
7055	6063112	6064049
3044	2472917	2473805
7056	6064049	6065001
3045	2473805	2474823
7057	6065001	6065937
3046	2474823	2475452
7058	6065937	6066892
3047	2475452	2476018
5050	4251445	4252415
7059	6066892	6067862
3048	2476018	2476742
5051	4252415	4253405
1040	802243	803301
3049	2476742	2477450
5052	4253405	4254365
1041	803301	804329
5053	4254365	4255110
1042	804329	805094
5054	4255110	4255751
1043	805094	806162
5055	4255751	4256668
1044	806162	807041
5056	4256668	4257597
1045	807041	807545
5057	4257597	4258584
7060	6067862	6068830
1046	807545	808558
5058	4258584	4259622
7061	6068830	6069827
1047	808558	808919
3050	2477450	2478172
5059	4259622	4260595
7062	6069827	6070789
1048	808919	809659
3051	2478172	2478890
7063	6070789	6071718
1049	809659	810575
3052	2478890	2479659
7064	6071718	6072660
3053	2479659	2480675
7065	6072660	6073513
3054	2480675	2481641
7066	6073513	6074481
3055	2481641	2482688
7067	6074481	6075449
3056	2482688	2483641
7068	6075449	6076185
3057	2483641	2484682
5060	4260595	4261633
7069	6076185	6077159
3058	2484682	2485556
5061	4261633	4262623
1050	810575	810927
3059	2485556	2486613
5062	4262623	4263548
1051	810927	811825
5063	4263548	4264447
1052	811825	812747
5064	4264447	4265333
1053	812747	813731
5065	4265333	4266179
1054	813731	814637
5066	4266179	4267164
1055	814637	814912
5067	4267164	4268025
7070	6077159	6078140
1056	814912	815894
5068	4268025	4269002
7071	6078140	6078869
1057	815894	816878
3060	2486613	2487588
5069	4269002	4269935
7072	6078869	6079784
1058	816878	817445
3061	2487588	2488614
7073	6079784	6080323
1059	817445	818018
3062	2488614	2489638
7074	6080323	6081224
3063	2489638	2490614
7075	6081224	6082172
3064	2490614	2491589
7076	6082172	6083021
3065	2491589	2492303
7077	6083021	6083917
3066	2492303	2493262
7078	6083917	6084829
3067	2493262	2493938
5070	4269935	4270591
7079	6084829	6085703
3068	2493938	2494984
5071	4270591	4271483
1060	818018	818241
3069	2494984	2495906
5072	4271483	4272505
1061	818241	819164
5073	4272505	4273212
1062	819164	819766
5074	4273212	4274164
1063	819766	820382
5075	4274164	4274969
1064	820382	821415
5076	4274969	4275733
1065	821415	821726
5077	4275733	4276038
7080	6085703	6086288
1066	821726	822677
5078	4276038	4277039
7081	6086288	6087234
1067	822677	823125
3070	2495906	2496480
5079	4277039	4278027
7082	6087234	6088200
1068	823125	824186
3071	2496480	2496763
7083	6088200	6089168
1069	824186	825230
3072	2496763	2497455
7084	6089168	6090082
3073	2497455	2498480
7085	6090082	6090990
3074	2498480	2499317
7086	6090990	6091996
3075	2499317	2500183
7087	6091996	6092521
3076	2500183	2500745
7088	6092521	6093438
3077	2500745	2501701
5080	4278027	4278994
