0	0	854
1	854	1654
2	1654	2460
3	2460	3290
4	3290	4123
5	4123	4959
6	4959	5756
7	5756	6616
8	6616	7496
9	7496	8302
7000	5862972	5863717
7001	5863717	5864361
7002	5864361	5865255
7003	5865255	5866269
7004	5866269	5866660
7005	5866660	5867666
7006	5867666	5868613
7007	5868613	5869621
7008	5869621	5870563
5000	4261345	4261634
7009	5870563	5871474
5001	4261634	4262074
5002	4262074	4263055
5003	4263055	4263677
5004	4263677	4264690
5005	4264690	4265686
5006	4265686	4266357
5007	4266357	4266984
7010	5871474	5872429
5008	4266984	4268014
7011	5872429	5872909
3000	2546966	2547868
5009	4268014	4268666
7012	5872909	5873858
3001	2547868	2548628
7013	5873858	5874877
3002	2548628	2549578
7014	5874877	5875481
3003	2549578	2550644
7015	5875481	5876431
3004	2550644	2551608
7016	5876431	5876871
3005	2551608	2552564
7017	5876871	5877717
3006	2552564	2553484
7018	5877717	5878748
3007	2553484	2554506
5010	4268666	4269613
7019	5878748	5879805
3008	2554506	2555490
5011	4269613	4270592
1000	850847	851781
3009	2555490	2556525
5012	4270592	4271177
1001	851781	852705
5013	4271177	4271803
1002	852705	853559
5014	4271803	4272101
1003	853559	854381
5015	4272101	4272728
1004	854381	855261
5016	4272728	4273500
1005	855261	856089
5017	4273500	4274018
7020	5879805	5880358
1006	856089	856913
5018	4274018	4274977
7021	5880358	5881162
1007	856913	857839
3010	2556525	2557531
5019	4274977	4275698
7022	5881162	5882108
1008	857839	858726
3011	2557531	2558527
7023	5882108	5883116
1009	858726	859600
3012	2558527	2559603
7024	5883116	5883988
3013	2559603	2560892
7025	5883988	5884972
3014	2560892	2561859
7026	5884972	5885865
3015	2561859	2562193
7027	5885865	5886440
3016	2562193	2563225
7028	5886440	5887441
3017	2563225	2564175
5020	4275698	4276718
7029	5887441	5888102
3018	2564175	2564883
5021	4276718	4277726
1010	859600	860448
3019	2564883	2565869
5022	4277726	4278640
1011	860448	861276
5023	4278640	4279581
1012	861276	862111
5024	4279581	4280027
1013	862111	862940
5025	4280027	4280301
1014	862940	863806
5026	4280301	4280515
1015	863806	864657
5027	4280515	4281168
7030	5888102	5889098
1016	864657	865510
5028	4281168	4281454
7031	5889098	5889727
1017	865510	866340
3020	2565869	2566868
5029	4281454	4282478
7032	5889727	5890755
1018	866340	867190
3021	2566868	2567972
7033	5890755	5891727
1019	867190	868079
3022	2567972	2568531
7034	5891727	5892682
3023	2568531	2569543
7035	5892682	5893664
3024	2569543	2570567
7036	5893664	5893959
3025	2570567	2571562
7037	5893959	5894861
3026	2571562	2572282
7038	5894861	5895839
3027	2572282	2573260
5030	4282478	4282928
7039	5895839	5896660
3028	2573260	2573858
5031	4282928	4283827
1020	868079	868896
3029	2573858	2574879
5032	4283827	4284870
1021	868896	869779
5033	4284870	4285834
1022	869779	870643
5034	4285834	4286821
1023	870643	871589
5035	4286821	4287835
1024	871589	872457
5036	4287835	4288229
1025	872457	873343
5037	4288229	4289244
7040	5896660	5897539
1026	873343	874166
5038	4289244	4289749
7041	5897539	5898521
1027	874166	875023
3030	2574879	2575878
